Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
C19orf46,-118.7931632,251.9931325,-3.646283896,0.000325568,0.004314575,-4.519811749
PPIE,-118.9826084,869.7637006,-2.660874176,0.008314069,0.047864531,-4.556978183
DVL2,-119.0825857,730.0797355,-3.292608221,0.001140579,0.011481027,-4.534270863
SEPHS1,-119.1067771,1166.79759,-2.428033893,0.015909291,0.075487068,-4.564273607
DDT,-119.1155389,1332.175864,-1.223997565,0.222140767,0.428801125,-4.591962222
SAMD11,-119.1373933,265.584795,-1.944351709,0.053009215,0.17090866,-4.577467983
BAMBI,-119.2480851,485.5820496,-1.20780829,0.228297385,0.436209644,-4.592214604
QSER1,-119.374271,945.2326162,-1.77829138,0.07660867,0.218059582,-4.581367413
YY1AP1,-119.4029629,1686.950416,-1.615399486,0.107524209,0.270708985,-4.584870991
CST6,-119.4100374,56.60837557,-2.360690681,0.019033032,0.085914382,-4.566271146
TMEM25,-119.4105727,321.8012988,-3.335479489,0.00098503,0.010276414,-4.532582455
SLC2A8,-119.4882482,545.687296,-2.909868516,0.003951867,0.027967981,-4.548524896
CTNNAL1,-119.5002884,841.9797492,-1.648283805,0.100589139,0.259450059,-4.584189563
C2orf28,-119.5643103,2250.632838,-1.04445954,0.297312651,0.511778983,-4.594577036
NEIL2,-119.7002935,517.043243,-3.875223268,0.000137146,0.00217397,-4.509829782
NPIPL3,-119.7044114,1243.739154,-0.661714964,0.508782061,0.701180443,-4.598787841
SETD1A,-119.8727171,1059.9495,-2.612072777,0.009561078,0.052934462,-4.558556685
TROAP,-119.9622178,627.7718228,-2.139363004,0.033404943,0.125900856,-4.572473141
PNKP,-120.2606255,795.3909696,-2.073673353,0.03916531,0.139862645,-4.574205307
PDIA5,-120.3576812,968.7174968,-1.543845709,0.123929398,0.297295809,-4.58630822
ABHD4,-120.5016217,845.7351766,-1.738917709,0.083318038,0.230397414,-4.582243638
C1orf35,-120.5200492,440.8369513,-3.677246186,0.000290344,0.003917724,-4.51848967
POLR2G,-120.559245,1076.610861,-2.071656385,0.039354846,0.140355302,-4.574257697
C17orf63,-120.8105989,892.2766453,-2.813408277,0.005303701,0.03415918,-4.551878215
PPP1R9A,-120.8546194,461.6525022,-2.845820969,0.004808564,0.032044663,-4.550762409
ZNF787,-120.8854312,980.7349975,-1.627830473,0.104859093,0.266707067,-4.584614941
LAGE3,-120.9201688,511.2852295,-2.731358731,0.00677077,0.041279449,-4.55465266
NDUFA7,-120.9217272,983.2156371,-1.758714917,0.079886981,0.22441754,-4.581805399
SLC11A2,-120.9522577,1937.341458,-0.713980847,0.475925518,0.676101621,-4.598323108
POLA2,-121.0300076,621.8360129,-3.234356653,0.001388702,0.013267022,-4.536535891
AMOT,-121.1062899,692.8515497,-1.15078919,0.250952209,0.462307496,-4.593077353
STOML2,-121.1935283,2585.455099,-0.877008049,0.381350074,0.593546488,-4.596648927
HIP1,-121.2796447,733.72997,-1.723842231,0.086010545,0.235501285,-4.58257419
HIGD2A,-121.2987061,1873.506477,-1.075702896,0.283128995,0.496505062,-4.594151159
PI16,-121.3518349,92.35518603,-2.094119048,0.03728764,0.135378096,-4.573671555
SCRN1,-121.3994885,1148.43385,-0.976400573,0.329838813,0.545179014,-4.595462029
MFSD5,-121.4504302,834.7855489,-2.763896604,0.006149906,0.038498124,-4.553561045
INO80E,-121.4579694,919.4311307,-2.105875007,0.036243326,0.132934899,-4.573362451
WDR54,-121.4921226,424.0821451,-1.849463435,0.065607504,0.196509579,-4.579736382
TMEM56,-121.5477672,512.7467567,-1.763607307,0.079057126,0.222737826,-4.581696372
MRPL51,-121.5864791,1897.646745,-1.04648018,0.296381126,0.510767854,-4.594549866
LEMD2,-121.6303061,960.1827847,-2.91051685,0.003943957,0.027948348,-4.548502025
PALMD,-121.6398565,474.1210717,-1.222546842,0.222687534,0.429664306,-4.591984972
COX8A,-121.7330527,4076.305864,-0.499254665,0.618052522,0.782607688,-4.600008218
KLHL14,-121.7358591,276.4126403,-2.298270512,0.022397826,0.095931086,-4.568076916
IVD,-121.7698582,1848.399678,-1.60775387,0.109190004,0.273385247,-4.58502754
KIAA1598,-121.8739479,1122.832912,-1.668741815,0.09645883,0.252993305,-4.58375901
SRPRB,-121.8978949,1915.39408,-1.131462169,0.258978057,0.471701778,-4.593360528
RPP21,-121.9321443,583.9628202,-2.813572621,0.005301077,0.034155758,-4.551872586
HEY1,-121.9376375,249.7176567,-2.146696232,0.032809587,0.124403653,-4.572276664
MAP2K6,-122.1158196,478.9138539,-1.773789558,0.077352613,0.2193359,-4.58146854
GIGYF1,-122.194534,1374.519673,-1.318916174,0.188441003,0.387003303,-4.590416649
MFAP3L,-122.2438083,415.0457937,-1.725679624,0.085678645,0.234947134,-4.582534049
INHBB,-122.3726211,401.9955129,-0.897279241,0.370459686,0.582685881,-4.596417052
ABCB8,-122.3733437,875.3552357,-2.832354119,0.005008937,0.032856933,-4.55122736
PREPL,-122.3998734,1334.053739,-1.733704085,0.084241323,0.232371697,-4.582358264
TRMT2A,-122.4472344,862.3842024,-2.12890058,0.034270433,0.12824842,-4.57275238
ITPKB,-122.5109986,1085.754755,-0.984800081,0.325703618,0.541369301,-4.59535598
MMP9,-122.5891516,1379.636178,-0.299181768,0.765057554,0.876137665,-4.601043297
NCRNA00219,-122.6494489,473.8610942,-3.048189557,0.002557222,0.020446507,-4.543546265
L1TD1,-122.7265635,135.7013798,-1.544924253,0.123668294,0.296845858,-4.586287021
UAP1L1,-122.7877672,543.4494388,-2.604610693,0.009765884,0.053774134,-4.558795756
PLA2G16,-122.7934718,732.5285676,-1.189940527,0.235233202,0.443954744,-4.592489345
C11orf24,-122.9215887,1164.7177,-2.319975939,0.02117299,0.092480312,-4.567454006
ZBTB17,-123.0258913,620.5571979,-2.716092665,0.007081156,0.042646271,-4.555160896
FAM127C,-123.0603439,327.2634045,-3.067091108,0.00240662,0.019666107,-4.542850571
TOMM7,-123.0794669,1746.461612,-0.874901349,0.382493099,0.594701917,-4.596672725
HMGA2,-123.0811346,295.3959473,-1.020619719,0.308451548,0.5229583,-4.594893702
SLC29A1,-123.1904577,1321.580676,-1.155949709,0.248839085,0.460269145,-4.593000949
FDPS,-123.2262373,2918.877858,-0.65444344,0.513446229,0.704428966,-4.59884972
BTG2,-123.3177115,3856.725495,-0.20179171,0.840248702,0.91765468,-4.601359703
ARMCX3,-123.4345925,1128.723041,-1.51201147,0.131832742,0.309035633,-4.586927529
NUP188,-123.4497083,2118.032338,-1.152851052,0.250106413,0.46156747,-4.593046866
NTN1,-123.5803697,592.8686586,-1.04908697,0.295182288,0.50934037,-4.594514737
SHB,-123.6712302,827.9439989,-1.891204363,0.059788682,0.184875154,-4.578751693
FAM110A,-123.7912712,464.9311083,-3.262824293,0.001261776,0.012403286,-4.535433175
AHNAK2,-123.9035943,1558.295401,-0.483428191,0.629227851,0.789676638,-4.600108931
QPCTL,-124.0831603,492.4832609,-3.028481812,0.002723444,0.021512177,-4.544267721
CYTH2,-124.2531026,1797.719863,-1.167333982,0.244221819,0.454716574,-4.592831216
NF2,-124.5120949,970.8252875,-2.87534098,0.004394633,0.030160221,-4.549736497
UBTD1,-124.6487432,368.6132618,-2.878220445,0.004356048,0.029958379,-4.549635934
TMED1,-124.8274104,736.2247091,-2.47230674,0.014111431,0.069464233,-4.56293267
ABHD8,-124.8298418,314.7349839,-3.502803979,0.000547991,0.006469202,-4.525821575
SNAPC2,-125.042275,509.1934606,-4.116586161,5.27E-05,0.00099934,-4.498804486
MRP63,-125.0731089,1336.220974,-1.666478623,0.096908925,0.253684788,-4.58380689
IRF2BP1,-125.2019119,771.1239951,-2.858026008,0.004633299,0.03120787,-4.550339364
TIMM44,-125.2094007,965.1158425,-2.71661148,0.0070704,0.042597206,-4.555143665
SUMO1,-125.2141235,2285.474391,-1.218681826,0.224148957,0.431715341,-4.592045453
SFRS9,-125.4225927,2730.994936,-1.108138694,0.268899562,0.482620582,-4.593696003
VANGL1,-125.6482799,1011.715774,-2.296095741,0.022523899,0.09631946,-4.568139033
RAI14,-125.7454875,1200.484585,-1.080001877,0.281214085,0.494601137,-4.594091596
BAG1,-125.7872362,1945.661562,-1.104978521,0.270263793,0.483855179,-4.593740931
PHACTR4,-125.8332879,1448.278655,-1.679210057,0.094398796,0.249352716,-4.583536737
TRIM11,-125.8916168,892.5541663,-1.903787029,0.058121502,0.181581164,-4.578450798
PCBD1,-125.9406333,2092.989184,-1.125315869,0.261567506,0.474617989,-4.593449598
ARMCX2,-125.9746024,507.2209714,-1.51025051,0.132281144,0.309458687,-4.586961424
SARS2,-126.1444714,601.646282,-3.378000605,0.000850466,0.009226289,-4.530890044
KIAA0100,-126.1579185,3600.59879,-0.724164512,0.469662649,0.670408215,-4.598228481
C13orf23,-126.2209717,1496.939555,-1.574282455,0.116725611,0.286110051,-4.585704504
HMOX2,-126.3175701,1246.65981,-1.933966182,0.054280678,0.173432608,-4.577721462
MOB2,-126.3503925,652.2719288,-2.995444851,0.003024518,0.023304057,-4.545468143
TIMP1,-126.3653376,8375.926397,-0.097479317,0.922426261,0.960157221,-4.601562218
UPP1,-126.5199808,567.7460781,-1.065492813,0.287712468,0.501225082,-4.594291688
GALNT14,-126.668623,166.6832898,-2.228691771,0.026751416,0.107925042,-4.570037506
EBNA1BP2,-126.68734,1540.129917,-1.494187482,0.13642641,0.315411214,-4.587268854
YIF1A,-126.840265,1596.262971,-1.313316482,0.190317355,0.389261474,-4.590510945
MOXD1,-126.8808743,731.6583221,-0.596587023,0.551339548,0.731906725,-4.599317857
GRLF1,-126.894737,1778.190934,-1.258595614,0.209386518,0.413980829,-4.591411873
NXPH4,-126.9429115,198.2421676,-2.176388441,0.030491511,0.118501855,-4.571474771
ZBTB10,-126.966166,363.234353,-2.928743984,0.003727426,0.026975923,-4.547857245
FEM1A,-127.0954219,953.5817786,-4.046963596,6.98E-05,0.001264887,-4.502036175
LAS1L,-127.1127032,984.3278946,-2.523504452,0.012259163,0.063460798,-4.561354766
PRMT2,-127.2249124,1511.453957,-1.329836234,0.184821452,0.382165634,-4.590231639
CYTSA,-127.2947464,1123.235593,-2.410148038,0.016691268,0.078377434,-4.564809112
ABCF2,-127.3744695,1413.393378,-2.465533073,0.014374249,0.070413548,-4.56313925
ROGDI,-127.4940604,523.5414498,-3.078722495,0.002318049,0.019124201,-4.542420644
C15orf39,-127.555511,1233.18982,-1.633285135,0.103706432,0.264647532,-4.584501995
CRELD1,-127.5990186,710.2501895,-2.820568625,0.005190493,0.033642392,-4.551632681
MXI1,-127.6485011,887.275915,-1.75265055,0.080925502,0.226439885,-4.581940143
LOC92249,-127.8159902,481.2661239,-2.969035313,0.003286841,0.024695932,-4.546419623
IRGQ,-127.9413779,732.4185378,-3.099932964,0.002164227,0.018216096,-4.541633088
ALG12,-127.9699978,751.8691528,-2.861953363,0.004578153,0.030935312,-4.5502029
SEC63,-128.2203586,1930.6553,-1.289834199,0.198336688,0.39933939,-4.590902128
MOSPD3,-128.2444848,400.3665323,-4.634239683,5.85E-06,0.000153862,-4.473542276
MAP2,-128.2834513,249.78431,-2.523770792,0.012250123,0.063454237,-4.561346481
BSDC1,-128.3361553,1794.749143,-2.323410027,0.020984682,0.091928334,-4.567354963
HDAC5,-128.4684905,923.8261918,-1.930453129,0.054716523,0.1741436,-4.577806917
POLR1D,-128.4739874,2292.844418,-1.389936817,0.165822386,0.356234494,-4.589186917
ZNF3,-128.4945843,851.8473364,-2.920472487,0.003824304,0.027462927,-4.548150278
DCAF11,-128.5205996,1899.296882,-1.875836632,0.06187883,0.189519317,-4.579116636
ZNF513,-128.5797356,561.397583,-2.645282645,0.008695567,0.049398927,-4.557485321
DHTKD1,-128.6827288,916.6260054,-2.088894002,0.037760005,0.136395489,-4.573808422
ARID1A,-128.7063113,2461.327677,-0.776470694,0.438227648,0.64482181,-4.597721522
FBXL19,-128.7668759,741.9258428,-2.959648156,0.003384998,0.02514416,-4.546756076
HP,-128.8607165,719.1829149,-0.356619762,0.721686518,0.85081873,-4.600799103
RAB17,-128.9924512,543.8302492,-2.661712526,0.00829399,0.047799496,-4.556950839
C1orf9,-129.006037,1199.976322,-1.515080876,0.131053999,0.307784614,-4.586868357
CHST10,-129.1020649,277.7650314,-3.435459572,0.000695744,0.007861186,-4.528575162
VLDLR,-129.3660927,450.5241691,-2.117024595,0.035276156,0.130412519,-4.573067807
THAP7,-129.4290614,565.9886555,-2.812159778,0.005323668,0.03422741,-4.551920971
USP40,-129.5027946,900.3972278,-2.702169581,0.007375384,0.043820197,-4.555622229
SLC7A1,-129.5171315,2801.644737,-0.487444851,0.626383384,0.788569783,-4.600083677
RGS10,-129.56753,1127.89165,-0.851296436,0.39544438,0.606179738,-4.596935505
WRAP53,-129.579916,448.140865,-3.103461077,0.002139573,0.018071807,-4.541501642
UGGT1,-129.6782621,2407.857465,-1.068021303,0.286572722,0.499879576,-4.594257009
SH2B1,-129.685336,1281.598778,-1.558220482,0.12048481,0.292122882,-4.586024506
PWP2,-129.699752,869.9202628,-3.089421379,0.002239242,0.018672167,-4.542023963
09-Mar,-129.7287224,498.5158867,-4.315915235,2.32E-05,0.000503569,-4.489329165
ELOVL5,-129.8108349,1731.771457,-0.732801743,0.464386946,0.665609127,-4.598147182
KIAA0415,-129.8291924,795.1588976,-2.929930039,0.00371372,0.026924469,-4.547815168
FBXL18,-129.8307427,414.3923704,-3.777999218,0.000198983,0.002911103,-4.51412675
DAPK3,-129.9820791,1102.720677,-2.025065735,0.04395612,0.151579686,-4.575454656
TM9SF1,-130.0719391,1784.364591,-1.735421721,0.083936229,0.231647534,-4.582320536
PIGU,-130.1074125,833.3021883,-2.926588676,0.003752451,0.027103566,-4.54793367
LGTN,-130.1396604,1189.675604,-2.173590077,0.030703767,0.119161961,-4.571550781
ABCC1,-130.1532133,2011.592968,-1.031493237,0.303337015,0.517835993,-4.59475016
UBE2V1,-130.1606761,3254.207408,-0.919033718,0.358990978,0.572834802,-4.596162394
05-Sep,-130.2009159,282.2598798,-2.644503017,0.00871505,0.049492388,-4.55751061
GBA,-130.3144457,1344.94187,-1.501606432,0.134499488,0.31228287,-4.587127256
C14orf166,-130.3196777,2897.191931,-0.921055109,0.357936845,0.571767427,-4.596138426
IFI27L2,-130.3603158,346.9337836,-1.663649289,0.097473988,0.254440048,-4.58386666
EPR1,-130.3623447,664.9549773,-1.952185954,0.052066747,0.168803371,-4.57727593
RND2,-130.3676507,98.42452561,-4.247951678,3.08E-05,0.00063509,-4.492596464
USP11,-130.5142386,1393.963952,-1.252842522,0.211469526,0.416937924,-4.591504423
SNTA1,-130.7468981,311.5612756,-3.516617155,0.00052157,0.006238594,-4.525251431
MAN2B2,-130.777236,1665.961644,-1.145384849,0.253178648,0.46487267,-4.593157009
SETD5,-130.869686,2262.436254,-1.182446793,0.238186313,0.447717217,-4.59260338
FAM171A1,-130.8813222,1161.200218,-1.642062272,0.101872967,0.261496837,-4.584319493
PLA2G4A,-130.9437289,690.6895136,-1.023091888,0.307283712,0.521682559,-4.594861198
LOC388152,-131.048606,597.9719659,-2.41575602,0.016442507,0.077499081,-4.564641594
PNKD,-131.1697002,2169.471431,-0.924661769,0.356060887,0.569830044,-4.596095533
BOP1,-131.3637967,513.0605562,-3.099869154,0.002164675,0.018216096,-4.541635464
TARDBP,-131.4605544,3389.035283,-1.394366266,0.164482904,0.354504031,-4.58910815
SPON1,-131.5895724,1592.257278,-0.281867361,0.778285563,0.88341688,-4.60110853
SESN2,-131.6317637,606.0996099,-2.55049057,0.011372824,0.060091941,-4.560511366
PGAP2,-131.6969685,680.717975,-3.773929675,0.000202074,0.002951042,-4.514304762
UBL4A,-131.8418275,1098.501156,-2.721281629,0.006974242,0.0421721,-4.554988428
NT5E,-131.8609481,1749.684868,-0.452546775,0.651279634,0.804284289,-4.600296141
ANAPC16,-131.9897189,2260.076122,-1.199660839,0.231441628,0.43995197,-4.592340378
TET3,-132.1343913,847.7562887,-2.627848064,0.009140743,0.0511099,-4.55804927
NARFL,-132.201108,710.7631599,-3.055659713,0.002496695,0.02013583,-4.543271755
GGA1,-132.2537898,1520.896918,-2.01722735,0.044773509,0.153413869,-4.575653534
ATP6V0D1,-132.2592594,2170.058867,-0.872373577,0.38386737,0.59610068,-4.596701204
HSDL1,-132.2653166,604.593353,-2.948317251,0.003507054,0.025769427,-4.547160973
ZNF581,-132.4202924,594.8909258,-2.628388533,0.009126641,0.051066025,-4.558031837
CCDC106,-132.5726773,371.1434868,-2.533400712,0.011927219,0.062176149,-4.561046412
LDOC1,-132.6627345,414.4257934,-1.390503159,0.165650663,0.356194491,-4.58917686
GATA2,-132.6913704,511.212645,-1.283735375,0.20045958,0.402571163,-4.591002603
SPATA20,-132.7086369,1459.0761,-1.0841292,0.279383976,0.493255044,-4.594034192
POGK,-132.8363191,1467.437236,-1.814622446,0.070817262,0.206987726,-4.580542394
FAM36A,-132.9756777,1127.575457,-2.089955846,0.037663598,0.136167751,-4.573780633
BYSL,-132.9955613,588.8700058,-4.434071228,1.40E-05,0.000326135,-4.483561004
CGN,-133.0765487,1703.716819,-0.689048099,0.491451604,0.688147919,-4.598549173
SPHK2,-133.1859159,589.1478576,-3.308759163,0.001079474,0.010994747,-4.533636911
IMPAD1,-133.2229331,2642.276284,-0.955458863,0.340296998,0.555380756,-4.595722537
TYSND1,-133.2900699,588.8943501,-4.038861381,7.21E-05,0.001300733,-4.502409584
CDCA5,-133.3692688,907.5066767,-1.855278279,0.064769762,0.195064786,-4.57960045
ORAI3,-133.396477,598.0866722,-2.683468781,0.007787935,0.045640209,-4.556238569
R3HCC1,-133.4488706,734.4659463,-3.512003957,0.000530258,0.006328601,-4.525442044
TNNC1,-133.5458156,167.7892893,-2.209283021,0.028090007,0.11145398,-4.570574518
ADI1,-134.0117273,2077.384499,-1.178230898,0.23985923,0.450068933,-4.592667225
PRMT7,-134.0403617,667.9849257,-3.112938708,0.002074622,0.017632663,-4.541147909
FAM189B,-134.1901101,1001.720488,-2.205170582,0.028380978,0.112389098,-4.570687748
TPD52L2,-134.2551699,2803.969907,-1.02998111,0.304044853,0.518522689,-4.594770211
ARHGAP8,-134.3848371,582.2507955,-2.964011344,0.003339045,0.024938971,-4.546599805
MPZL2,-134.6396256,1947.105399,-0.629083711,0.529886285,0.717308132,-4.59906021
GHDC,-134.6445103,859.3561174,-2.534117633,0.011903486,0.062116286,-4.561024032
ADCY6,-134.7337464,1521.927711,-1.446822119,0.149237856,0.333598915,-4.588156915
COG4,-134.8075768,1399.027597,-1.985517958,0.048213042,0.16038597,-4.576450715
UBE2D2,-134.8986489,2360.334165,-0.903569033,0.367120486,0.579856455,-4.596344042
HOXA11,-134.9476893,486.1117746,-2.017544594,0.044740178,0.153396239,-4.575645499
TUT1,-134.9981305,674.638681,-3.553335878,0.00045703,0.005614697,-4.523727061
GTF3C6,-135.0065091,1342.88981,-1.218299338,0.224293956,0.431843033,-4.592051429
CLN6,-135.0828136,1568.842779,-1.45005861,0.148334029,0.332169756,-4.588097112
GALNTL1,-135.1774565,220.4152208,-2.180058603,0.030215053,0.117906588,-4.571374945
HLCS,-135.2295521,658.692692,-3.099740221,0.002165581,0.018216096,-4.541640265
SIX5,-135.2361164,662.360001,-2.771245715,0.006017021,0.037799115,-4.553312916
ARFRP1,-135.2895199,754.1438664,-2.641151132,0.008799261,0.049797414,-4.557619261
ULK3,-135.2908856,1010.964155,-2.087620288,0.037875928,0.136462115,-4.573841738
PREB,-135.3454988,1582.306568,-1.820299809,0.069945756,0.205211925,-4.580412043
SELO,-135.3490595,588.3813732,-3.468264356,0.000619646,0.007170068,-4.527239258
TSPAN17,-135.4133074,1186.541737,-2.21350917,0.027793689,0.110655541,-4.570457955
LEPRE1,-135.4773743,872.3326333,-2.004433494,0.046135359,0.156243935,-4.575976596
TSEN54,-135.6185634,804.3781425,-3.116381239,0.002051484,0.01753506,-4.541019197
CHST6,-135.6347086,414.7798623,-1.546273694,0.123342219,0.296235424,-4.586260476
TMPRSS13,-135.7813468,321.5187139,-1.881361068,0.061120558,0.1880248,-4.578985768
CREB3,-135.8325213,1195.168212,-2.100379093,0.036728379,0.133883511,-4.573507157
HIP1R,-136.1628316,1709.249122,-1.153535278,0.24982618,0.461258854,-4.593036738
C1orf115,-136.2083799,805.2059354,-1.238252757,0.216819496,0.422841091,-4.591737277
NR1H2,-136.2369266,1664.086238,-1.46575852,0.144009242,0.326533119,-4.587805185
SSSCA1,-136.2528532,481.4153064,-3.075129712,0.002345082,0.01928874,-4.54255359
RNF167,-136.4294735,2085.11056,-1.728422131,0.085185187,0.233940136,-4.582474058
GDI1,-136.4472465,2562.99812,-0.989747061,0.323284091,0.538889171,-4.595293102
CYB5R1,-136.7583951,1025.631411,-1.299438842,0.195027098,0.395308186,-4.590742957
TRPT1,-136.8358686,589.5784397,-3.335695106,0.0009843,0.010276414,-4.532573918
EPN2,-136.8622883,955.9533163,-2.260876998,0.024653676,0.101981396,-4.569137466
GFER,-136.8897058,582.6408,-3.771668815,0.000203811,0.002971094,-4.514403593
PLXNA1,-136.9723681,1877.941632,-0.945334019,0.345429141,0.559672679,-4.595846492
C22orf29,-137.021397,680.1108947,-3.751032681,0.000220331,0.003146229,-4.515303539
CCDC92,-137.0295025,858.7714597,-1.900846408,0.058507608,0.182404756,-4.578521287
